Answer,Question
عبدالحمید بن محمود کہتے ہیں کہ ہم نے امراء میں سے ایک امیر کے پیچھے نماز پڑھی، لوگوں نے ہمیں دو ستونوں کے درمیان نماز پڑھنے پر مجبور کر دیا ۱؎ جب ہم نماز پڑھ چکے تو انس بن مالک رضی الله عنہ نے کہا: ہم لوگ رسول اللہ صلی اللہ علیہ وسلم کے زمانے میں اس سے بچتے تھے۔,دو ستونوں کے درمیان نماز پڑھنے پر کیا حکم ہے
ہلال بن یساف کہتے ہیں کہ زیاد بن ابی الجعد نے میرا ہاتھ پکڑا، (ہم لوگ رقہ میں تھے) پھر انہوں نے مجھے لے جا کر بنی اسد کے وابصہ بن معبد نامی ایک شیخ کے پاس کھڑا کیا اور کہا: مجھ سے اس شیخ نے بیان کیا اور شیخ ان کی بات سن رہے تھے کہ ایک شخص نے صف کے پیچھے تنہا نماز پڑھی تو رسول اللہ صلی اللہ علیہ وسلم نے اسے صلاۃ دہرانے کا حکم دیا ۱؎۔,صف کے پیچھے تنہا نماز پڑھنے کے بارے میں کیا حکم ہے
اس سند سے بھی وابصہ بن معبد رضی الله عنہ سے روایت ہے کہ ایک شخص نے صف کے پیچھے اکیلے نماز پڑھی تو نبی اکرم صلی اللہ علیہ وسلم نے اسے نماز دہرانے کا حکم دیا۔,صف کے پیچھے تنہا نماز پڑھنے کے بارے میں کیا حکم ہے
"ابومسعود انصاری رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""لوگوں کی امامت وہ کرے جو اللہ کی کتاب (قرآن) کا سب سے زیادہ علم رکھنے والا ہو، اگر لوگ قرآن کے علم میں برابر ہوں تو جو سب سے زیادہ سنت کا جاننے والا ہو وہ امامت کرے، اور اگر وہ سنت کے علم میں بھی برابر ہوں تو جس نے سب سے پہلے ہجرت کی ہو وہ امامت کرے، اگر وہ ہجرت میں بھی برابر ہوں تو جو عمر میں سب سے بڑا ہو وہ امامت کرے، آدمی کے دائرہ اقتدار میں اس کی امامت نہ کی جائے اور نہ کسی آدمی کے گھر میں اس کی مخصوص جگہ پر اس کی اجازت کے بغیر بیٹھا جائے""۔",لوگوں کی امامت کس کو کرنے کا حکم دیا گیا
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""جب تم میں سے کوئی لوگوں کی امامت کرے تو چاہیئے کہ ہلکی نماز پڑھائے، کیونکہ ان میں چھوٹے، بڑے، کمزور اور بیمار سبھی ہوتے ہیں اور جب وہ تنہا نماز پڑھے تو جیسے چاہے پڑھے"" ۱؎۔",امام کو کس طرح کی نماز پڑھنے کی ہدایت کی گئی
انس بن مالک رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم لوگوں میں سب سے زیادہ ہلکی اور سب زیادہ مکمل نماز پڑھنے والے تھے ۱؎۔,کیا رسول اللہ صلی اللہ علیہ وسلم ہلکی نماز پڑھتے تھے
"ابو سعید خدری رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""نماز کی کنجی وضو (طہارت) ہے، اس کی تحریم تکبیر ہے اور اس کی تحلیل سلام پھیرنا ہے، اور اس آدمی کی نماز ہی نہیں جو «الحمدللہ» (سورۃ فاتحہ) اور اس کے ساتھ کوئی اور سورۃ نہ پڑھے خواہ فرض نماز ہو یا کوئی اور نماز ہو""۔",نماز کی کنجی کیا ہے. نماز کی تحریم کیا ہے. نماز کی تحلیل کیا ہے. 
ابوہریرہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب نماز کے لیے اللہ اکبر کہتے تو اپنی انگلیاں کھلی رکھتے۔,کیا رسول اللہ صلی اللہ علیہ وسلم جب نماز کے لیے اللہ اکبر کہتے تو اپنی انگلیاں کھلی رکھتے تھے
ابوہریرہ رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب نماز کے لیے کھڑے ہوتے تو اپنے دونوں ہاتھ خوب اچھی طرح اٹھاتے۔,رسول اللہ صلی اللہ علیہ وسلم جب نماز کے لیے کھڑے ہوتے تو اپنے دونوں ہاتھ کتنا اٹھاتے تھے
"انس بن مالک رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""جس نے اللہ کی رضا کے لیے چالیس دن تک تکبیر اولیٰ کے ساتھ باجماعت نماز پڑھی تو اس کے لیے دو قسم کی برات لکھی جائے گی: ایک آگ سے برات، دوسری نفاق سے برات""۔",اللہ کی رضا کے لیے چالیس دن تک تکبیر اولیٰ کے ساتھ باجماعت نماز پڑھنے کی کیا فضیلت ہے
"ابو سعید خدری رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم رات کو جب نماز کے لیے کھڑے ہوتے تو «اللہ اکبر» کہتے، پھر «سبحانك اللهم وبحمدك وتبارك اسمك وتعالى جدك ولا إله غيرك» ""اے اللہ! پاک ہے تو ہر عیب اور ہر نقص سے، سب تعریفیں تیرے لیے ہیں، بابرکت ہے تیرا نام اور بلند ہے تیری شان، اور تیرے سوا کوئی معبود برحق نہیں"" پڑھتے پھر «الله أكبر كبيرا» ""اللہ بہت بڑا ہے"" کہتے پھر «أعوذ بالله السميع العليم من الشيطان الرجيم من همزه ونفخه ونفثه» ""میں اللہ سمیع و علیم کی شیطان مردود سے، پناہ چاہتا ہوں، اس کے وسوسوں سے، اس کے کبر و نخوت سے اور اس کے اشعار اور جادو سے"" کہتے ۱؎۔",رسول اللہ صلی اللہ علیہ وسلم رات کو جب نماز کے لیے کھڑے ہوتے تو کیا کہتے تھے
ام المؤمنین عائشہ رضی الله عنہا کہتی ہیں کہ نبی اکرم صلی اللہ علیہ وسلم جب نماز شروع کرتے تو «سبحانك اللهم وبحمدك وتبارك اسمك وتعالى جدك ولا إله غيرك» کہتے۔,نبی اکرم صلی اللہ علیہ وسلم نماز شروع کرتے وقت کیا کہتے تھے
عبداللہ بن مغفل رضی الله عنہ کے بیٹے کہتے ہیں کہ میرے والد نے مجھے نماز میں «بسم اللہ الرحمن الرحیم» کہتے سنا تو انہوں نے مجھ سے کہا: بیٹے! یہ بدعت ہے، اور بدعت سے بچو۔ میں نے رسول اللہ صلی اللہ علیہ وسلم کے اصحاب میں سے کسی کو نہیں دیکھا جو ان سے زیادہ اسلام میں بدعت کا مخالف ہو، میں نے نبی اکرم صلی اللہ علیہ وسلم کے ساتھ، ابوبکر کے ساتھ، عمر کے ساتھ اور عثمان رضی الله عنہم کے ساتھ نماز پڑھی ہے لیکن میں نے ان میں سے کسی کو اسے (اونچی آواز سے)کہتے نہیں سنا، تو تم بھی اسے نہ کہو ۱؎، جب تم نماز پڑھو تو قرأت «الحمد لله رب العالمين‏» سے شروع کرو,نماز میں «بسم اللہ الرحمن الرحیم» کہنا کیسا ہے
عبداللہ بن عباس رضی الله عنہما کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم اپنی نماز «بسم الله الرحمن الرحيم» سے شروع کرتے تھے۔,نبی اکرم صلی اللہ علیہ وسلم اپنی نماز کیسے شروع کرتے تھے
انس رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم، ابوبکر، عمر اور عثمان رضی الله عنہم «الحمد لله رب العالمين‏» سے قرأت شروع کرتے تھے,نبی اکرم صلی اللہ علیہ وسلم قرأت کیسے شروع کرتے تھے
"عبادہ بن صامت رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""اس کی نماز نہیں جس نے سورۃ فاتحہ نہیں پڑھی"" ۱؎۔",کیا سورۃ فاتحہ کے بغیر نماز مکمل ہو جاتی ہے
وائل بن حجر رضی الله عنہ کہتے ہیں کہ میں نے نبی اکرم صلی اللہ علیہ وسلم کو «غير المغضوب عليهم ولا الضالين» پڑھ کر، آمین کہتے سنا، اور اس کے ساتھ آپ نے اپنی آواز کھینچی (یعنی بلند کی)۔,کیا نبی اکرم صلی اللہ علیہ وسلم نماز میں آمین بلند آواز سے پڑھتے تھے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""جب امام آمین کہے تو تم لوگ بھی آمین کہو۔ اس لیے کہ جس کی آمین فرشتوں کی آمین سے مل گئی تو اس کے پچھلے گناہ معاف کر دئیے جائیں گے""۔",جب امام آمین کہے تو آمین کہنا کیسا ہے
سمرہ رضی الله عنہ کہتے ہیں کہ (نماز میں) دو سکتے ہیں جنہیں میں نے رسول اللہ صلی اللہ علیہ وسلم سے یاد کیا ہے، اس پر عمران بن حصین رضی الله عنہ نے اس کا انکار کیا اور کہا: ہمیں تو ایک ہی سکتہ یاد ہے۔ چنانچہ (سمرہ بن جندب رضی الله عنہ کہتے ہیں) ہم نے مدینے میں ابی بن کعب رضی الله عنہ کو لکھا، تو انہوں نے لکھا کہ سمرہ نے (ٹھیک) یاد رکھا ہے۔ سعید بن ابی عروبہ کہتے ہیں: تو ہم نے قتادہ سے پوچھا: یہ دو سکتے کون کون سے ہیں؟ انہوں نے کہا: جب نماز میں داخل ہوتے (پہلا اس وقت) اور جب آپ قرأت سے فارغ ہوتے، پھر اس کے بعد کہا اور جب «ولا الضالين» کہتے ۱؎ اور آپ کو یہ بات اچھی لگتی تھی کہ جب آپ قرأت سے فارغ ہوں تو تھوڑی دیر چپ رہیں یہاں تک کہ سانس ٹھہر جائے۔,نماز میں کتنے سکتے ہیں
ہلب طائی رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم ہماری امامت کرتے تو بائیں ہاتھ کو اپنے دائیں ہاتھ سے پکڑتے۔,رسول اللہ صلی اللہ علیہ وسلم امامت کرتے تو ہاتھ کیسے پکڑتے تھے
عبداللہ بن مسعود رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم ہر جھکنے، اٹھنے، کھڑے ہونے اور بیٹھنے کے وقت اللہ اکبر کہتے اور ابوبکر اور عمر رضی الله عنہما بھی۔,رسول اللہ صلی اللہ علیہ وسلم نماز میں کتنی دفع اللہ اکبر کہتے تھے
ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم جھکتے وقت «الله أكبر» کہتے۔,کیا نبی اکرم صلی اللہ علیہ وسلم جھکتے وقت «الله أكبر» کہتے تھے
عبداللہ بن عمر رضی الله عنہما کہتے ہیں کہ میں نے رسول اللہ صلی اللہ علیہ وسلم کو دیکھا کہ جب آپ نماز شروع کرتے تو اپنے دونوں ہاتھ اٹھاتے یہاں تک کہ انہیں اپنے دونوں کندھوں کے بالمقابل کرتے، اور جب رکوع کرتے اور رکوع سے اپنا سر اٹھاتے (تو بھی اسی طرح دونوں ہاتھ اٹھاتے) ۱؎۔ ابن ابی عمر (ترمذی کے دوسرے استاذ) نے اپنی روایت میں یہ اضافہ کیا ہے، دونوں سجدوں کے درمیان نہیں اٹھاتے تھے۔,رسول اللہ صلی اللہ علیہ وسلم جب نماز شروع کرتے تو اپنے دونوں ہاتھ کہاں تک اٹھاتے تھے
"علقمہ کہتے ہیں کہ عبداللہ بن مسعود رضی الله عنہ نے کہا: ""کیا میں تمہیں رسول اللہ صلی اللہ علیہ وسلم کی طرح نماز نہ پڑھاؤں؟ تو انہوں نے نماز پڑھائی اور صرف پہلی مرتبہ اپنے دونوں ہاتھ اٹھائے ۱؎۔",رسول اللہ صلی اللہ علیہ وسلم نماز میں کیسے ہاتھ اٹھاتے تھے
ابوعبدالرحمٰن سلمی کہتے ہیں کہ ہم سے عمر بن خطاب رضی الله عنہ نے کہا: گھٹنوں کو پکڑنا تمہارے لیے مسنون کیا گیا ہے، لہٰذا تم (رکوع میں) گھٹنے پکڑے رکھو۔,نماز میں گھٹنوں کو پکڑنا کیسا ہے
سعد بن ابی وقاص رضی الله عنہ کہتے ہیں کہ ہم لوگ ایسا کرتے تھے (یعنی تطبیق کرتے تھے) پھر ہمیں اس سے روک دیا گیا اور حکم دیا گیا کہ ہم ہتھیلیاں گھٹنوں پر رکھیں۔,نماز میں ہتھیلیاں گھٹنوں پر رکھنے کے بارے میں کیا حکم ہے
عباس بن سہل بن سعد کا بیان ہے کہ ابوحمید، ابواسید، سہل بن سعد، اور محمد بن مسلمہ (رضی الله عنہم) چاروں اکٹھا ہوئے تو ان لوگوں نے رسول اللہ صلی اللہ علیہ وسلم کی نماز کا ذکر کیا، ابوحمید رضی الله عنہ نے کہا: میں رسول اللہ صلی اللہ علیہ وسلم کی نماز کو تم میں سب سے زیادہ جانتا ہوں: آپ صلی اللہ علیہ وسلم نے رکوع کیا تو اپنے دونوں ہاتھ اپنے دونوں گھٹنوں پر رکھے گویا آپ انہیں پکڑے ہوئے ہیں، اور آپ نے اپنے دونوں ہاتھوں کو کمان کی تانت کی طرح (ٹائٹ) بنایا اور انہیں اپنے دونوں پہلوؤں سے جدا رکھا۔,رسول اللہ صلی اللہ علیہ وسلم رکوع میں اپنے دونوں ہاتھ کس طرح رکھتے تھے
"عبداللہ بن مسعود رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""جب تم میں سے کوئی رکوع کرے تو رکوع میں «سبحان ربي العظيم» تین مرتبہ کہے تو اس کا رکوع پورا ہو گیا اور یہ سب سے کم تعداد ہے۔ اور جب سجدہ کرے تو اپنے سجدے میں تین مرتبہ «سبحان ربي العظيم»کہے تو اس کا سجدہ پورا ہو گیا اور یہ سب سے کم تعداد ہے۔",رکوع میں کیا کیا جائے تو رکوع پورا ہوتا ہے
حذیفہ رضی الله عنہ سے روایت ہے کہ انہوں نے نبی اکرم صلی اللہ علیہ وسلم کے ساتھ نماز پڑھی تو آپ اپنے رکوع میں «سبحان ربي العظيم» اور سجدے میں «سبحان ربي الأعلى» پڑھ رہے تھے۔ اور جب بھی رحمت کی کسی آیت پر پہنچتے تو ٹھہرتے اور سوال کرتے اور جب عذاب کی کسی آیت پر آتے تو ٹھہرتے اور (عذاب سے) پناہ مانگتے ۱؎۔,نبی اکرم صلی اللہ علیہ وسلم رکوع اور سجدے میں کیا پڑھتے تھے
علی بن ابی طالب رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے ریشمی اور کسم کے رنگے ہوئے کپڑے پہننے، سونے کی انگوٹھی پہننے اور رکوع میں قرآن پڑھنے سے منع فرمایا۔,نبی اکرم صلی اللہ علیہ وسلم نے رکوع میں کیا پڑھنے سے منع فرمایا۔
"ابومسعود عقبہ بن عمرو انصاری بدری رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""اس شخص کی نماز کافی نہ ہو گی جو رکوع اور سجدے میں اپنی پیٹھ سیدھی نہ رکھے"" ۱؎۔",رسول اللہ صلی اللہ علیہ وسلم نے کس شخص کے بارے میں کہا کے اس کی نماز کافی نہ ہو گی
"علی بن ابی طالب رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب رکوع سے سر اٹھاتے تو «سمع الله لمن حمده ربنا ولك الحمد ملء السموات وملء الأرض وملء ما بينهما وملء ما شئت من شيء بعد» ""اللہ نے اس شخص کی بات سن لی جس نے اس کی تعریف کی، اے ہمارے رب! تعریف تیرے ہی لیے ہے آسمان بھر، زمین بھر، زمین و آسمان کی تمام چیزوں بھر، اور اس کے بعد ہر اس چیز بھر جو تو چاہے"" کہتے۔",رسول اللہ صلی اللہ علیہ وسلم جب رکوع سے سر اٹھاتے تو کیا کہتے۔
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: جب امام «سمع الله لمن حمده‏» ""اللہ نے اس کی بات سن لی جس نے اس کی تعریف کی"" کہے تو تم «ربنا ولك الحمد» ""ہمارے رب! تیرے ہی لیے تمام تعریفیں ہیں"" کہو کیونکہ جس کا قول فرشتوں کے قول کے موافق ہو گیا تو اس کے گزشتہ گناہ معاف کر دئیے جائیں گے۔",رسول اللہ صلی اللہ علیہ وسلم نے رکوع میں امام کے بعد کیا کہنے کے لیے فرمایا
وائل بن حجر رضی الله عنہ کہتے ہیں کہ میں نے رسول اللہ صلی اللہ علیہ وسلم کو دیکھا: جب آپ سجدہ کرتے تو اپنے دونوں گھٹنے اپنے دونوں ہاتھ سے پہلے رکھتے، اور جب اٹھتے تو اپنے دونوں ہاتھ اپنے دونوں گھٹنوں سے پہلے اٹھاتے تھے ۱؎۔,رسول اللہ صلی اللہ علیہ وسلم سجدہ کیسے کرتے تھے
"ابوہریرہ رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""تم میں سے کوئی یہ قصد کرتا ہے کہ وہ اپنی نماز میں اونٹ کے بیٹھنے کی طرح بیٹھے""۱؎۔",نماز میں اونٹ کے بیٹھنے کی طرح بیٹھنا کیسا ہے
ابو حمید ساعدی رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم جب سجدہ کرتے تو اپنی ناک اور پیشانی خوب اچھی طرح زمین پر جماتے، اور اپنے دونوں ہاتھوں کو اپنے دونوں پہلوؤں سے دور رکھتے، اور اپنی دونوں ہتھیلیوں کو دونوں شانوں کے بالمقابل رکھتے۔,رسول اللہ صلی اللہ علیہ وسلم سجدہ کیسے کرتے تھے
ابواسحاق سبیعی سے روایت ہے کہ میں نے براء بن عازب رضی الله عنہما سے پوچھا کہ نبی اکرم صلی اللہ علیہ وسلم جب سجدہ کرتے تو اپنا چہرہ کہاں رکھتے تھے؟ تو انہوں نے کہا: اپنی دونوں ہتھیلیوں کے درمیان۔,نبی اکرم صلی اللہ علیہ وسلم جب سجدہ کرتے تو اپنا چہرہ کہاں رکھتے تھے
"عباس بن عبدالمطلب رضی الله عنہ سے روایت ہے کہ انہوں نے رسول اللہ صلی اللہ علیہ وسلم کو فرماتے سنا: ""جب بندہ سجدہ کرتا ہے تو اس کے ساتھ سات جوڑ بھی سجدہ کرتے ہیں: اس کا چہرہ ۱؎ اس کی دونوں ہتھیلیاں، اس کے دونوں گھٹنے اور اس کے دونوں قدم""۔",جب بندہ سجدہ کرتا ہے تو اس کے ساتھ کون سجدہ کرتا ہے
عبداللہ بن عباس رضی الله عنہما کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم کو حکم دیا گیا کہ آپ سات اعضاء پر سجدہ کریں اور اپنے بال اور کپڑے نہ سمیٹیں۔,کن اعضاء پر سجدہ کرنا چاہیے
"عبداللہ بن اقرم خزاعی رضی الله عنہ کہتے ہیں کہ میں مقام نمرہ کے «قاع» ""مسطح زمین"" میں اپنے والد کے ساتھ تھا، تو (وہاں سے) ایک قافلہ گزرا، کیا دیکھتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم کھڑے نماز پڑھ رہے ہیں، میں آپ صلی اللہ علیہ وسلم کے دونوں بغلوں کی سفیدی دیکھ رہا تھا جب آپ سجدہ کرتے۔",سجدہ کرتے ہوئے بغلوں کی سفیدی نظر آنا کیسا ہے 
"جابر بن عبداللہ رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے فرمایا: ""جب تم میں سے کوئی سجدہ کرے تو اعتدال کرے ۱؎ اور اپنے ہاتھ کو کتے کی طرح نہ بچھائے"" ۲؎۔",نبی اکرم صلی اللہ علیہ وسلم نے سجدہ میں ہاتھ کس طرح رکھنے سے منہ فرمایا ہے
"انس رضی الله عنہ کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""سجدے میں اپنی ہیئت درمیانی رکھو، تم میں سے کوئی نماز میں اپنے دونوں ہاتھ کتے کی طرح نہ بچھائے""۔",نبی اکرم صلی اللہ علیہ وسلم نے سجدہ میں ہاتھ کس طرح رکھنے سے منہ فرمایا ہے
سعد بن ابی وقاص رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے دونوں ہاتھوں کو (زمین پر) رکھنے اور دونوں پاؤں کو کھڑے رکھنے کا حکم دیا ہے۔,سجدہ میں دونوں ہاتھوں اور دونوں پاؤں کے بارے میں کیا حکم ہے
عامر بن سعد سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم نے دونوں ہاتھوں کو (زمین پر) رکھنے کا حکم دیا ہے، آگے راوی نے اسی طرح کی حدیث ذکر کی، البتہ انہوں نے اس میں «عن أبيه» کا ذکر نہیں کیا ہے ۱؎۔,سجدہ میں دونوں ہاتھوں اور دونوں پاؤں کے بارے میں کیا حکم ہے
براء بن عازب رضی الله عنہما کہتے ہیں کہ رسول اللہ صلی اللہ علیہ وسلم جب رکوع کرتے، جب رکوع سے سر اٹھاتے، جب سجدہ کرتے اور جب سجدہ سے سر اٹھاتے تو آپ کی نماز تقریباً برابر برابر ہوتی تھی ۱؎۔,رسول اللہ صلی اللہ علیہ وسلم جب رکوع کرتے، جب رکوع سے سر اٹھاتے، جب سجدہ کرتے اور جب سجدہ سے سر اٹھاتے تو کتنا وقت ہوتا
براء بن عازب رضی الله عنہما بیان کرتے ہیں کہ ہم جب رسول اللہ صلی اللہ علیہ وسلم کے پیچھے نماز پڑھتے اور جب آپ اپنا سر رکوع سے اٹھاتے تو ہم میں سے کوئی بھی شخص اپنی پیٹھ (سجدے کے لیے) اس وقت تک نہیں جھکاتا تھا جب تک کہ آپ صلی اللہ علیہ وسلم سجدے میں نہ چلے جاتے، آپ سجدے میں چلے جاتے تو ہم سجدہ کرتے,امام کے پیچھے نماز میں سجدے کے لیے کس وقت جھکانا چاہیے
"علی رضی الله عنہ کہتے ہیں کہ مجھ سے رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: ""اے علی! میں تمہارے لیے وہی چیز پسند کرتا ہوں جو اپنے لیے کرتا ہوں، اور وہی چیز ناپسند کرتا ہوں جو اپنے لیے ناپسند کرتا ہوں۔ تم دونوں سجدوں کے درمیان اقعاء نہ کرو""۔",نبی اکرم صلی اللہ علیہ وسلم نے دونوں سجدوں کے درمیان کیا کرنے سے منہ فرمایا
طاؤس کہتے ہیں کہ ہم نے ابن عباس رضی الله عنہما سے دونوں قدموں پر اقعاء کرنے کے سلسلے میں پوچھا، تو انہوں نے کہا: یہ سنت ہے، تو ہم نے کہا کہ ہم تو اسے آدمی کا پھوہڑپن سمجھتے ہیں، انہوں نے کہا: نہیں یہ پھوہڑپن نہیں ہے بلکہ یہ تمہارے نبی اکرم صلی اللہ علیہ وسلم کی سنت ہے۔,دونوں قدموں پر اقعاء کرنا کیسا ہے
"عبداللہ بن عباس رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم دونوں سجدوں کے درمیان «اللهم اغفر لي وارحمني واجبرني واهدني وارزقني» ""اے اللہ! مجھے بخش دے، مجھ پر رحم فرما، میرے نقصان کی تلافی فرما، مجھے ہدایت دے اور مجھے رزق عطا فرما"" کہتے تھے ۱؎۔",نبی اکرم صلی اللہ علیہ وسلم دونوں سجدوں کے درمیان کیا کہتے تھے 
ابوہریرہ رضی الله عنہ سے روایت ہے کہ بعض صحابہ نے نبی اکرم صلی اللہ علیہ وسلم سے سجدے میں دونوں ہاتھوں کو دونوں پہلوؤں سے اور پیٹ کو ران سے جدا رکھنے کی صورت میں (تکلیف کی) شکایت کی، تو آپ نے فرمایا: گھٹنوں سے (ان پر ٹیک لگا کر) مدد لے لیا کرو ۱؎۔,سجدے میں دونوں ہاتھوں کو دونوں پہلوؤں سے اور پیٹ کو ران سے جدا رکھنے کی صورت میں تکلیف کی شکایت پر نبی اکرم صلی اللہ علیہ وسلم نے کیا فرمایا
ابواسحاق مالک بن حویرث لیثی رضی الله عنہ سے روایت ہے کہ انہوں نے نبی اکرم صلی اللہ علیہ وسلم کو نماز پڑھتے دیکھا، آپ کی نماز اس طرح سے تھی کہ جب آپ طاق رکعت میں ہوتے تو اس وقت تک نہیں اٹھتے جب تک کہ آپ اچھی طرح بیٹھ نہ جاتے ۱؎۔,طاق رکعت میں نبی اکرم صلی اللہ علیہ وسلم سجدہ کیسے کرتے تھے
ابوہریرہ رضی الله عنہ کہتے ہیں کہ نبی اکرم صلی اللہ علیہ وسلم نماز میں اپنے دونوں قدموں کے سروں یعنی دونوں پیروں کی انگلیوں پر زور دے کر اٹھتے تھے۔,نبی اکرم صلی اللہ علیہ وسلم نماز میں کیسے اٹھتے تھے
"عبداللہ بن مسعود رضی الله عنہ سے روایت ہے کہ رسول اللہ صلی اللہ علیہ وسلم نے ہمیں سکھایا کہ جب ہم دو رکعتوں کے بعد بیٹھیں تو یہ دعا پڑھیں: «التحيات لله والصلوات والطيبات السلام عليك أيها النبي ورحمة الله وبركاته السلام علينا وعلى عباد الله الصالحين أشهد أن لا إله إلا الله وأشهد أن محمدا عبده ورسوله» ""تمام قولی، بدنی اور مالی عبادتیں اللہ کے لیے ہیں، سلام ہو آپ پر اے نبی اور اللہ کی رحمتیں اور اس کی برکتیں ہوں، سلام ہو ہم پر اور اللہ کے نیک بندوں پر، میں گواہی دیتا ہوں کہ اللہ کے سوا کوئی معبود برحق نہیں اور میں گواہی دیتا ہوں کہ محمد صلی اللہ علیہ وسلم اس کے بندے اور اس کے رسول ہیں""۔",دو رکعتوں کے بعد کون سی دعا پڑھنی چاہیے
وائل بن حجر رضی الله عنہ کہتے ہیں: میں مدینے آیا تو میں نے (اپنے جی میں) کہا کہ میں رسول اللہ صلی اللہ علیہ وسلم کی نماز ضرور دیکھوں گا۔ (چنانچہ میں نے دیکھا)جب آپ صلی اللہ علیہ وسلم تشہد کے لیے بیٹھے تو آپ نے اپنا بایاں پیر بچھایا اور اپنا بایاں ہاتھ اپنی بائیں ران پر رکھا اور اپنا دایاں پیر کھڑا رکھا۔,رسول اللہ صلی اللہ علیہ وسلم نماز میں اپنے پیر کیسے رکھتے تھے
عباس بن سہل ساعدی کہتے ہیں کہ ابوحمید، ابواسید، سہل بن سعد اور محمد بن مسلمہ رضی الله عنہم اکٹھے ہوئے، تو ان لوگوں نے رسول اللہ صلی اللہ علیہ وسلم کی نماز کا ذکر کیا۔ اس پر ابوحمید کہنے لگے کہ میں رسول اللہ صلی اللہ علیہ وسلم کی نماز کو تم میں سب سے زیادہ جانتا ہوں، رسول اللہ صلی اللہ علیہ وسلم تشہد کے لیے بیٹھتے تو آپ اپنا بایاں پیر بچھاتے ۱؎ اور اپنے دائیں پیر کی انگلیوں کے سروں کو قبلہ کی طرف متوجہ کرتے، اور اپنی داہنی ہتھیلی داہنے گھٹنے پر اور بائیں ہتھیلی بائیں گھٹنے پر رکھتے، اور اپنی انگلی (انگشت شہادت) سے اشارہ کرتے۔,رسول اللہ صلی اللہ علیہ وسلم تشہد کے لیے اپنے پیر کیسے رکھتے تھے
عبداللہ بن عمر رضی الله عنہما سے روایت ہے کہ نبی اکرم صلی الله علیہ وسلم جب نماز میں بیٹھتے تو اپنا دایاں ہاتھ اپنے (دائیں) گھٹنے پر رکھتے اور اپنے داہنے ہاتھ کے انگوٹھے کے قریب والی انگلی اٹھاتے اور اس سے دعا کرتے یعنی اشارہ کرتے، اور اپنا بایاں ہاتھ اپنے (بائیں) گھٹنے پر پھیلائے رکھتے ۱؎۔,رسول اللہ صلی اللہ علیہ وسلم نماز میں اپنے پیر کیسے رکھتے تھے
عبداللہ بن مسعود رضی الله عنہ سے روایت ہے کہ نبی اکرم صلی اللہ علیہ وسلم اپنے دائیں اور بائیں «السلام عليكم ورحمة الله السلام عليكم ورحمة الله» کہہ کر سلام پھیرتے تھے ۱؎۔,نبی اکرم صلی اللہ علیہ وسلم سلام کیسے پھیرتے تھے
